idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
conf/vldb/Campbell99,m1eeQnYWL0oJ,1452,41083,1452_41083
conf/vldb/Graefe99,3m-KKBVF8KkJ,1453,57952,1453_57952
conf/sigmod/BunemanDHS96,rNVPCLfguuMJ,1454,16987,1454_16987
conf/vldb/DarmontS99,Ebi8v9FZXcgJ,1455,63379,1455_63379
conf/sigmod/NguyenS96,Cd4NNuZnIn8J,1456,55347,1456_55347
conf/vldb/SahuguetA99,pK5bydjeZFIJ,1458,5368,1458_5368
conf/sigmod/ChristophidesCM96,q3Y-Mlx2sUsJ,1460,18415,1460_18415
conf/vldb/Mohan99,4N472VSotmMJ,1461,18981,1461_18981
conf/sigmod/Freeston95,Fr8CPbK-IFIJ,1476,7206,1476_7206
conf/vldb/KumarRRT99,fJn_2E8aihYJ,1477,28948,1477_28948
conf/sigmod/AdyaGLM95,bfcbZlt6vngJ,1478,15075,1478_15075
conf/vldb/CeriFP99,8OrOAQnaveIJ,1479,63010,1479_63010
conf/vldb/DattaRT99,gckQTLQjsj8J,1482,46088,1482_46088
conf/vldb/Kornacker99,aOmma8tnFKIJ,1486,32382,1486_32382
conf/vldb/ChaudhuriG99,l-Sn0enuHxkJ,1492,52148,1492_52148
conf/sigmod/PiatkoYLS96,3NMPG1vUNgwJ,1495,19955,1495_19955
conf/vldb/JermaineDO99,eawaEzvWj4gJ,1507,35552,1507_35552
conf/vldb/TamuraK99,rAHGAfoqookJ,1510,57988,1510_57988
conf/vldb/BamfordAP99,2y9m1qzVu4EJ,1511,33145,1511_33145
conf/sigmod/Tajima96,IZSzLlgi8tUJ,1518,2697,1518_2697
conf/sigmod/DohertyHR96,v3IA8Go4UjIJ,1528,27851,1528_27851
conf/vldb/PacittMS99,jJyGKE2N34gJ,1535,20465,1535_20465
conf/vldb/VenkataramanZ98,KrAyBSajhZEJ,1541,24871,1541_24871
conf/vldb/BamfordBKM98,rfuptELfgLkJ,1546,63802,1546_63802
conf/vldb/JoshiBLL98,RufEbUPZNbYJ,1547,52349,1547_52349
conf/sigmod/AdelbergGK95,NbLabaGWoh4J,1548,40085,1548_40085
conf/vldb/Vieille98,nlyEH7GkrjoJ,1550,13240,1550_13240
conf/vldb/DarEGP98,D6gxih90YU4J,1551,18217,1551_18217
conf/sigmod/BrinDG95,7mNCkZ7D-R8J,1554,24319,1554_24319
conf/vldb/RiedelGF98,f2N_DxLirWIJ,1563,5306,1563_5306
conf/sigmod/Ivinskis95,9FaaDi_zGnEJ,1564,58155,1564_58155
conf/vldb/Mihalisin98,FuzSLPzjrokJ,1566,22712,1566_22712
conf/sigmod/Kleissner95,DB8lVC2D9fcJ,1569,5682,1569_5682
conf/sigmod/Squire95,ery6k1e8h_sJ,1573,27831,1573_27831
conf/sigmod/Olson95,nJycrIdh5E4J,1575,10765,1575_10765
conf/vldb/LinR98,9qhYcGzQxC4J,1576,22968,1576_22968
conf/vldb/MiloZ98,Nd7-CTB1lRgJ,1583,50694,1583_50694
conf/sigmod/RoussopoulosKV95,efwTNo1wRnMJ,1585,35792,1585_35792
conf/sigmod/FegarasM95,LSWVPfB8TC4J,1589,50777,1589_50777
conf/vldb/NipplM98,C5jVmNqIE4IJ,1596,23474,1596_23474
conf/vldb/IshikawaSF98,D1HCBThHOkcJ,1599,63490,1599_63490
conf/sigmod/DuSD95,Vl7gY6FsOOYJ,1606,6214,1606_6214
conf/vldb/Dayal99,url:http://portal.acm.org/citation.cfm%3Fid%3D645925.671502,1607,7276,1607_7276
conf/sigmod/BhargavaGI95,TXvfEP4WTD0J,1612,59690,1612_59690
conf/vldb/FlorescuLSY99,aUElZKC-txIJ,1615,9637,1615_9637
conf/vldb/GraefeBC98,v-kvo2hnsgkJ,1624,38052,1624_38052
conf/sigmod/BunemanM95,V9DIFmU3vi8J,1625,46610,1625_46610
conf/sigmod/Moore95,uh57sQuxYuIJ,1628,5467,1628_5467
conf/vldb/Ganguly98,a8cB2S6Td-sJ,1642,2567,1642_2567
conf/vldb/ShivakumarGC98,GHz2PmQwW2UJ,1643,30159,1643_30159
conf/vldb/Greco98,CCr8CUlHeNsJ,1645,50896,1645_50896
conf/vldb/Amer-YahiaCD98,9nmG2KCklEcJ,1649,35285,1649_35285
conf/vldb/PapadiasMD98,7vbPCi-dbawJ,1652,43288,1652_43288
conf/vldb/Garcia-MolinaLY98,lWVWAhlsyYYJ,1662,3407,1662_3407
conf/vldb/ChaudhuriN97,hAqEljGAcFsJ,1665,26070,1665_26070
conf/vldb/TheodoratosS97,CVUC4Rc5JU8J,1669,11152,1669_11152
conf/sigmod/ShklarSKT95,4IaWCBK6dMQJ,1670,1595,1670_1595
conf/sigmod/ColletC95,vP27NkXI4MEJ,1677,17020,1677_17020
conf/vldb/VassalosP97,kG-k9420fGMJ,1678,17227,1678_17227
conf/vldb/SkubiszewskiV97,MJAw_2C6ErAJ,1682,40899,1682_40899
conf/vldb/AlsabtiRS97,nqOZsUydoQkJ,1684,17350,1684_17350
conf/vldb/EicklerKK97,PCFJuVxYxtwJ,1685,23797,1685_23797
conf/vldb/HelmerM97,xsh0C_nCllsJ,1691,58162,1691_58162
conf/sigmod/GibbsBT94,iS9rQqelSjMJ,1697,12108,1697_12108
conf/sigmod/MohanN94,_2hj6snS3foJ,1702,33297,1702_33297
conf/sigmod/ZhangNBB94,bymQ_6SSse4J,1703,37535,1703_37535
conf/vldb/GoldmanW97,3zf3WSt0B6UJ,1704,56416,1704_56416
conf/vldb/BaumannFRW97,7BgXVuviUvoJ,1706,44713,1706_44713
conf/vldb/WhiteheadSM97,CiYPfP3-5_kJ,1708,53906,1708_53906
conf/vldb/ChangG97,2SYiXa0vGN4J,1709,54007,1709_54007
conf/sigmod/ChristophidesACS94,dGbuUkhWNhMJ,1720,29244,1720_29244
conf/sigmod/NybergBCGL94,kd-0q-M1O2gJ,1721,24169,1721_24169
conf/sigmod/VingralekBW94,rM8Ecg1WL4kJ,1723,12325,1723_12325
conf/vldb/WildfogelY97,uqYakLN84x0J,1726,57577,1726_57577
conf/sigmod/BilirisP94,KYhmilHkq_IJ,1731,56704,1731_56704
conf/vldb/RamaswamyMS98,WTYQ40Rn_tUJ,1732,2444,1732_2444
conf/vldb/SheikholeslamiCZ98,btydMRJMBqoJ,1733,15269,1733_15269
conf/sigmod/Mohan94,Ft1YZIFfu0cJ,1735,7996,1735_7996
conf/vldb/Moerkotte98,HcCevkoobDsJ,1738,53190,1738_53190
conf/sigmod/DarR94,TtV6gGLQ9NMJ,1740,36637,1740_36637
conf/sigmod/Vaskevitch94,cr7xWKidCnYJ,1742,46791,1742_46791
conf/sigmod/GravanoGT94,H6fWl-cSuY4J,1745,31684,1745_31684
conf/vldb/KornLKF98,ewsBMN0qVa4J,1746,16617,1746_16617
conf/sigmod/MumickP94,hUQBQ_9ohcgJ,1747,41384,1747_41384
conf/vldb/ChakrabartiSD98,wnke8ff8hYUJ,1749,33150,1749_33150
conf/sigmod/Ballinger94,xGGBIZmLvmgJ,1755,50812,1755_50812
conf/sigmod/BersonGMJ94,bw_c9Mk0_7IJ,1758,29208,1758_29208
conf/vldb/Sterling98,LlP2Fn3bzUMJ,1761,12717,1761_12717
conf/sigmod/TomasicGS94,kRHYZELNeoIJ,1766,34408,1766_34408
conf/vldb/ArunJ98,1dqeMksCm74J,1767,4308,1767_4308
conf/vldb/RoussopoulosK98,Mg0A5yz-_wYJ,1779,45161,1779_45161
conf/sigmod/SeshadriLR94,60I0j0qUHVYJ,1783,55792,1783_55792
conf/vldb/Mina98,ButmJWjGXusJ,1784,257,1784_257
conf/vldb/Pogue98,bYLjqg3pPNgJ,1788,10913,1788_10913
conf/sigmod/Englert94,KOpz_NXJ3WUJ,1794,38348,1794_38348
conf/vldb/BouganimFV96,TiffIV1Y6AMJ,1795,55717,1795_55717
conf/vldb/LabioG96,B3unqvqyJrMJ,1818,53888,1818_53888
conf/sigmod/Kim94,GzJII5F7OzAJ,1820,53272,1820_53272
conf/sigmod/LaursenOP94,fTbCV3Lh8W0J,1822,24277,1822_24277
conf/vldb/FaloutsosG96,vwcVawlOJn0J,1824,20899,1824_20899
conf/vldb/StaudtJ96,6moFnThDHW0J,1829,25283,1829_25283
journals/sigmod/Snodgrass03c,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D959062%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1837,45364,1837_45364
journals/sigmod/Date03,y4ZZN4xhKnUJ,1840,54431,1840_54431
conf/vldb/Mohan96,wYwNJy4GsEYJ,1843,7541,1843_7541
conf/vldb/Moni96,gbjXwFztQTsJ,1845,62845,1845_62845
conf/vldb/Sheth96,xoD5vxZQJ8AJ,1848,60167,1848_60167
conf/vldb/Klots96,dTORuW_9YRoJ,1849,52884,1849_52884
conf/sigmod/CatarciS94,ga4l4QhCXU4J,1850,19438,1850_19438
conf/vldb/Padmanabhan96,1IjlMvLBFC0J,1851,43048,1851_43048
journals/sigmod/TanK03,qIzj09N-Qr8J,1857,4234,1857_4234
conf/vldb/AtzeniMM97,sARbiNQPPWQJ,1858,19470,1858_19470
journals/sigmod/GerlaX03,KKiefntReoUJ,1859,63750,1859_63750
conf/vldb/ChristodoulakisTZ97,lojHMj5xWEwJ,1864,5238,1864_5238
conf/vldb/WangYM97,hcYKj7CHbWYJ,1869,37131,1869_37131
conf/vldb/GravanoG97,CduLyvAaxVsJ,1872,13996,1872_13996
conf/vldb/SeshadriLR97,kIzNmOrszKoJ,1874,2475,1874_2475
journals/sigmod/Kumar03,VuNnpxJwvQkJ,1879,46608,1879_46608
journals/sigmod/HellersteinHM03,6ussAgzdL6oJ,1882,11315,1882_11315
journals/sigmod/Mani03,FgLCpqaf8C8J,1883,8091,1883_8091
conf/vldb/Huyn97,9OYLimeDdj0J,1884,50457,1884_50457
journals/sigmod/Snodgrass03b,PmIVKWJ5_V4J,1898,41765,1898_41765
journals/sigmod/Halevy03,706PCMwA_E4J,1904,38856,1904_38856
conf/vldb/ChakrabartiDAR97,QyBDbs7EpmsJ,1909,16865,1909_16865
journals/sigmod/AilamakiH03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D945725%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,1917,13581,1917_13581
conf/vldb/Bayer95,W3l3pQ62_YMJ,1926,51699,1926_51699
conf/vldb/KornackerB95,IN_sibgHb9MJ,1932,54559,1932_54559
conf/vldb/GravanoG95,4HVB6aRvsk8J,1936,62615,1936_62615
journals/sigmod/Ouksel03,8M_z-OUkoxYJ,1937,21221,1937_21221
conf/vldb/Sullivan96,zGRQ_2im_9MJ,1938,26566,1938_26566
journals/sigmod/KoubarakisTID03,VtCTqej5JSQJ,1939,48640,1939_48640
conf/vldb/Celis96,Bg5vcyRBKd8J,1941,19328,1941_19328
journals/sigmod/Hellerstein03,pHHvswIOFfAJ,1946,56807,1946_56807
conf/vldb/Sacks-Davis96,GkINzG_IffAJ,1950,34154,1950_34154
conf/vldb/SavasereON95,N-o3NPu-nbIJ,1954,17630,1954_17630
conf/vldb/HanF95,qNLsbj_Fu5EJ,1955,52097,1955_52097
conf/vldb/RahmM95,6ioboOxJvQIJ,1958,46315,1958_46315
conf/vldb/BassiliadesV95,url:http://portal.acm.org/citation.cfm%3Fid%3D673137,1960,35781,1960_35781
journals/sigmod/Nascimento03,url:http://portal.acm.org/citation.cfm%3Fid%3D776985.776996%26dl%3Dportal%26dl%3DACM%26idx%3D776985%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,1963,31317,1963_31317
journals/sigmod/CaleroPR03,zWoRcQffsq8J,1968,37598,1968_37598
conf/vldb/GuptaHQ95,VCSbj6MwKlgJ,1978,16905,1978_16905
journals/sigmod/GottlobKP03,rDRdlwdHGb0J,1990,41381,1990_41381
conf/vldb/Suciu96a,tJtSq968rwgJ,1994,44275,1994_44275
conf/vldb/PapakonstantinouAG96,gkbvvgj8kdUJ,1997,13169,1997_13169
conf/vldb/PapadiasZMT03,hJ8VP7FyOL0J,2002,48576,2002_48576
conf/vldb/HulgeriS03,l5_H15LkpCsJ,2005,4095,2005_4095
conf/vldb/PapadiasTS03,TmcyYF1CNsYJ,2007,60621,2007_60621
conf/vldb/VieiraM03,sUtdmV9XsIcJ,2011,4092,2011_4092
conf/vldb/ChaudhuriGN03,sAYCyUcugbYJ,2012,656,2012_656
conf/vldb/HelmerNM03,8-HpAN0xpjcJ,2014,41704,2014_41704
conf/vldb/AnciauxBP03,RLZc9c2-6_oJ,2015,53993,2015_53993
conf/vldb/MurthyB03,kHi1YOTBmlkJ,2019,32036,2019_32036
conf/vldb/MiklauS03,cJUP6vfSm50J,2025,48588,2025_48588
conf/vldb/Jermaine03,393ZqH9szo0J,2032,41568,2032_41568
conf/vldb/TorloneA03,v6kudD3ItEoJ,2033,29648,2033_29648
conf/vldb/BergerBSW03,kADCX48-o5IJ,2041,6899,2041_6899
conf/vldb/Cluet03,faRBjw1op8YJ,2043,10687,2043_10687
conf/vldb/Leymann03,url:http://www.vldb.org/conf/2003/papers/S32P01.pdf,2047,7054,2047_7054
conf/vldb/Baumann03,pJ2UEKVG_hoJ,2052,47502,2052_47502
conf/vldb/WangSG03,T1TgIax4zVcJ,2055,17151,2055_17151
conf/vldb/Shenker03,5yETsE57mzgJ,2068,34294,2068_34294
conf/vldb/CohenMKS03,gRoNHWLN1WMJ,2069,52435,2069_52435
conf/vldb/RaghavanG03,ma-ZRYj0pXIJ,2070,58238,2070_58238
conf/vldb/Amer-YahiaFSX03,fcB_7jx0pOMJ,2073,34370,2073_34370
conf/vldb/DeutschT03,qkJ_IyVmLfUJ,2075,59848,2075_59848
conf/vldb/DiaoF03,Crt1JZ1eEj0J,2080,5372,2080_5372
conf/vldb/YuPM03,ZEEZqsnVCyYJ,2084,49413,2084_49413
conf/vldb/LongS03,zU4MULiFRrYJ,2085,12345,2085_12345
conf/vldb/KochBG03,xCbXlJHLR48J,2086,587,2086_587
conf/vldb/FlescaFM03,LXjSnbxB7EsJ,2087,29595,2087_29595
conf/vldb/LabrinidisR03,0GMNedjfVV0J,2090,59361,2090_59361
conf/vldb/ZhouS03,NlDvk5J0WwEJ,2093,13120,2093_13120
conf/vldb/HeMYW03,cBe5X4EKjIEJ,2101,16503,2101_16503
conf/vldb/LernerS03,KtkbM7ohXrEJ,2102,4637,2102_4637
conf/vldb/PapadimitriouBF03,pAvCmcv_-lMJ,2107,51305,2107_51305
conf/vldb/QianZXP03,Chp-3UwMgTQJ,2112,27520,2112_27520
conf/vldb/HristidisP02,rZJLf9oQ_hEJ,2126,19062,2126_19062
conf/vldb/PalpanasSCP02,nlh2WXZT3VIJ,2129,63484,2129_63484
conf/vldb/KornMS02,mClzTQppJE4J,2130,60603,2130_60603
conf/vldb/GotoK02,2Pc6rKYB8ykJ,2139,42136,2139_42136
conf/vldb/Fox02,eybUiurX77sJ,2141,23942,2141_23942
conf/vldb/Mohan02a,ulDehVmIgfAJ,2152,46301,2152_46301
conf/vldb/KeidlSSK02,dTval1yE6p8J,2153,53311,2153_53311
conf/vldb/SantiniG02,J3cfnmFB4lsJ,2164,33965,2164_33965
conf/vldb/LamKR02,GdvZvvRTXIAJ,2165,42122,2165_42122
conf/vldb/AgrawalSX02,a1CLM5GoVtYJ,2167,25403,2167_25403
conf/vldb/Mohan01,tAO-l_SkmSwJ,2169,15841,2169_15841
conf/vldb/SarawagiBKM02,G9DGYRD0cnMJ,2172,25321,2172_25321
conf/vldb/RaghavanG01,LcX8Pm2ABJsJ,2177,57213,2177_57213
conf/vldb/Wadler01,url:http://portal.acm.org/citation.cfm%3Fid%3D645927.672033,2182,23665,2182_23665
conf/vldb/DayalHL01,0XYRlW9tvw8J,2183,59947,2183_59947
conf/vldb/BouganimP02,PhERWOcOkOgJ,2207,38024,2207_38024
conf/vldb/AgrawalK02,4weou-KgkM8J,2209,28169,2209_28169
conf/vldb/AgrawalKSX02,XK-KPRa2qjcJ,2210,45766,2210_45766
conf/vldb/HulgeriS02,xGcM9AuhrBMJ,2212,53503,2212_53503
conf/vldb/KossmannRR02,iGlztgiSTe4J,2218,36854,2218_36854
conf/vldb/TaoPS02,o0WQjRyBQ5kJ,2223,45860,2223_45860
conf/vldb/LifantsevC02,gPvyDDUyrg4J,2226,48853,2226_48853
conf/vldb/ZhuS02,iuyRrJJDBcIJ,2228,29990,2228_29990
conf/vldb/TaoP02,7ZyV9ivZySQJ,2229,62450,2229_62450
conf/vldb/Uhl02,n5SsAbtjBpAJ,2237,21734,2237_21734
conf/vldb/ChoN02,4tTQJrG4pn8J,2239,58901,2239_58901
conf/vldb/AnanthakrishnaCG02,FFKP2GRm2LEJ,2241,23025,2241_23025
conf/vldb/BrightR02,lovlkpxUzUsJ,2244,18662,2244_18662
conf/vldb/StolteA02,N3Bry6sSMw8J,2246,63384,2246_63384
journals/tods/Chen95,1px2xYEVMzwJ,2250,6268,2250_6268
journals/tods/Chen95a,qexCEm3QaUgJ,2258,31120,2258_31120
journals/tods/ShashaLSV95,0aVKzjogLlAJ,2260,61478,2260_61478
journals/tods/FraternaliT95,8k0tS22xvPcJ,2264,10597,2264_10597
journals/tods/GuoSW96,V8Ls_TYs6mgJ,2265,26614,2265_26614
journals/tods/BaralisCP96,6Njy0-27w5cJ,2268,18298,2268_18298
journals/tods/DeyS96,uZVc1wSi3y4J,2270,32126,2270_32126
journals/tods/Kuo96,p--jtVlva8AJ,2274,10724,2274_10724
journals/tods/CiacciaTZ96,rkCKzi1v0-0J,2275,37345,2275_37345
journals/tods/Galindo-LegariaR97,Vjga5yC23KIJ,2277,10514,2277_10514
journals/vldb/YangW03,7WaQNGnv1l4J,2285,30780,2285_30780
journals/vldb/HelmerM03,fz4PKDuWGmoJ,2287,585,2287_585
journals/vldb/Li03,HlXyqUIDobMJ,2290,49768,2290_49768
journals/vldb/HalkidiNVV03,J0hrpRuvSgMJ,2291,44547,2291_44547
journals/vldb/MaedcheMS03,qKJ1c8D-95wJ,2293,51730,2293_51730
journals/tods/SalemGS94,7IBL1cudvR0J,2298,52745,2298_52745
journals/tods/CliffordC94,OY6BjHhbz2cJ,2299,35499,2299_35499
journals/tods/CeriFPT94,aphxPCo8qkgJ,2310,51744,2310_51744
journals/tods/WinslettSQ94,lvZTVlP7s7oJ,2311,53790,2311_53790
journals/tods/ParsonsW00,Z5rWzHBxtEEJ,2314,24776,2314_24776
journals/tods/KossmannS00,PnGVbzQCWY0J,2316,36612,2316_36612
journals/tods/MuralidharS99,dKvepAPYBmcJ,2320,39059,2320_39059
journals/tods/FegarasM00,eCQjRu0EiagJ,2324,58988,2324_58988
journals/tods/KemmeA00,wiUPadLpCvoJ,2326,40367,2326_40367
journals/tods/Meo00,NQShGztSLaoJ,2327,35832,2327_35832
journals/tods/BaralisW00,4RrNbX-RjpsJ,2328,18299,2328_18299
journals/tods/LiC01,_gwfttQaTEkJ,2329,56142,2329_56142
journals/tods/Ng01,npCKXD_vLM8J,2332,50520,2332_50520
journals/tods/FukudaMMT01,k6ukzru4nX8J,2333,14758,2333_14758
journals/tods/Suciu02,Y7kHpHu3nP0J,2337,31695,2337_31695
journals/tods/BrunoCG02,tkCWrg5OsIwJ,2338,56030,2338_56030
journals/tods/MamoulisP01,Rg8V7NSK9tMJ,2341,2114,2341_2114
journals/tods/KotidisR01,04utamFvle4J,2342,11461,2342_11461
journals/tods/EiterGM97,WXWcO2ulDQUJ,2346,56437,2346_56437
journals/tods/TariSS97,wGAAD7CTrnMJ,2347,35514,2347_35514
journals/tods/AmmannJR97,2e-NAgqt-joJ,2349,25898,2349_25898
journals/tods/WolfsonJH97,FlC-FF1hbbUJ,2350,17272,2350_17272
journals/tods/LiuHD98,aYjE-ILUHaoJ,2353,36176,2353_36176
journals/tods/LeveneL99,iwPgaJ1eQrkJ,2362,56540,2362_56540
journals/tods/Wijsen99,_D3JPE9NgNgJ,2363,51746,2363_51746
journals/tods/BertinoBFS98,5Zpm_QmAfv4J,2366,8235,2366_8235
journals/tods/ZobelMR98,tdDLf6RffisJ,2367,20568,2367_20568
journals/tods/Alagic99,Gq6D6zMEPxoJ,2370,24970,2370_24970
journals/tods/GravanoGT99,aXLcAfb2y5kJ,2374,9938,2374_9938
journals/tods/ChaudhuriS99,QCFUIVkspywJ,2375,10565,2375_10565
journals/tods/CasatiCPP99,6F_cUJERo6sJ,2376,54090,2376_54090
journals/vldb/PacittiS00,yXCROrOo320J,2382,50486,2382_50486
journals/vldb/ZezulaSAR98,DM9hrpKpqmMJ,2392,29748,2392_29748
journals/vldb/BunemanFS00,E_CQlx3K0W4J,2395,34511,2395_34511
journals/vldb/BerendtS00,_0meUij3ZJEJ,2399,47854,2399_47854
journals/vldb/KornLKF00,DNIfr9w2fucJ,2403,61310,2403_61310
journals/vldb/GibsonKR00,9FBwT6XFOssJ,2405,11047,2405_11047
journals/vldb/PanagosB97,Ht4Yl1kJuxIJ,2410,35758,2410_35758
journals/vldb/LometS97,qjLiaKLJ6eQJ,2412,53666,2412_53666
journals/vldb/SteinbrunnMK97,nwwVf5FGX4QJ,2413,44828,2413_44828
journals/vldb/Antoshenkov97,gleX-n_dgkcJ,2418,57770,2418_57770
journals/vldb/CatarciSC97,IIykL2NeD3UJ,2422,26304,2422_26304
journals/vldb/AbiteboulCM98,WzT3S2G1FjcJ,2425,26774,2425_26774
journals/vldb/KraissW98,LMz7v87sxxYJ,2430,61311,2430_61311
journals/vldb/Seshadri98,yXXD9DeXoAgJ,2432,33368,2432_33368
journals/vldb/FahlR97,zXSCJ9LzZ8cJ,2434,27810,2434_27810
journals/vldb/MehtaGPN98,7Zf8Y2idDb0J,2436,52848,2436_52848
journals/vldb/ScheuermannWZ98,Q_JRmsXFEM4J,2438,6942,2438_6942
journals/vldb/AguileraCMVV02,SdVmepmUgQIJ,2443,63193,2443_63193
journals/vldb/NanopoulosM02,icoWjIZ_6IIJ,2446,41450,2446_41450
journals/vldb/SakuraiYUK02,7J-RvgQd8SMJ,2448,21292,2448_21292
journals/vldb/Navarro02,UDQsHc_ps4IJ,2451,58381,2451_58381
journals/vldb/ShethTP03,tReKvTMB7pcJ,2459,46642,2459_46642
journals/vldb/CuiW03,SaOd6rDz5ZgJ,2463,26076,2463_26076
journals/vldb/ShegalovGW01,_6ErNQyZwXsJ,2475,19576,2475_19576
journals/vldb/PucheralBVB01,hNOti13KB_8J,2494,24883,2494_24883
journals/vldb/ChakrabartiGRS01,PTmCbogNUpAJ,2496,55557,2496_55557
journals/vldb/MecellaP01,_JwGwZUTAOEJ,2497,49283,2497_49283
journals/vldb/BonifatiCP01,FLTKBG-bw7sJ,2498,10430,2498_10430
journals/vldb/PottingerH01,Kv3ZFRUKCogJ,2499,3217,2499_3217
journals/vldb/Sarawagi01,Xx6kw0tCeQIJ,2500,63000,2500_63000
journals/vldb/EyalM01,ntrSSBumclMJ,2502,12688,2502_12688
journals/vldb/PoulovassilisS96,B87s9MFTeZ8J,2506,39602,2506_39602
journals/vldb/KellerB96,tVoqZpEEHv8J,2510,1499,2510_1499
journals/vldb/KashyapS96,yWyvTMAVVzwJ,2519,19377,2519_19377
journals/vldb/AntoshenkovZ96,N8syKKPN6IoJ,2520,51706,2520_51706
journals/vldb/AbiteboulB95,Pkocuf5hMjYJ,2521,62369,2521_62369
journals/vldb/AlbanoGO95,_tswCGHoswMJ,2522,62387,2522_62387
journals/vldb/AtkinsonM95,N5Got4HigPgJ,2528,55254,2528_55254
journals/vldb/NybergBCGL95,A1phylxPkl4J,2535,9380,2535_9380
journals/vldb/CliftonGB95,YkIvdNOC64cJ,2537,57072,2537_57072
journals/vldb/PapadiasS94,UM0nh_l5epoJ,2543,32556,2543_32556
journals/vldb/Baumann94,2Yii02idzcUJ,2544,41087,2544_41087
journals/vldb/PeckhamMD95,zOfVTNgEwz0J,2548,12947,2548_12947
journals/vldb/DerrMP94,a-QMCFr5yJYJ,2553,36453,2553_36453
journals/vldb/GeorgakopoulosRL94,G85JsnuAjzMJ,2556,48617,2556_48617
journals/vldb/Sciore94,qHn6nrbVow8J,2560,27350,2560_27350
journals/vldb/Bertino94,ylP7n4GU-DQJ,2565,7510,2565_7510
journals/vldb/RamamohanaraoH94,UiWvxN_y9SAJ,2566,7710,2566_7710
conf/vldb/Toivonen96,ut53pjEsmxEJ,2569,25339,2569_25339
conf/vldb/SarawagiS96,GzBmx-QUxFYJ,2572,49815,2572_49815
conf/vldb/Suciu96,D45fvUWVon0J,2578,61563,2578_61563
journals/sigmod/AilamakiG03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D777004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,2581,34631,2581_34631
conf/vldb/Kleewein96,rXaCSxty6AAJ,2585,35577,2585_35577
conf/vldb/Gawlick96,Y5OJk6_D-ZUJ,2590,55233,2590_55233
conf/vldb/Mattos96,EpBlTCJ0_dUJ,2592,39600,2592_39600
conf/vldb/Atal96,PaW8zjiNR9cJ,2594,12876,2594_12876
conf/vldb/Hammond96,LDxiVdRU6EEJ,2597,17573,2597_17573
conf/vldb/BertinoBFS96,s0v9B-K8owEJ,2601,4290,2601_4290
conf/vldb/Cuppens96,8_HtXom0CVgJ,2607,12369,2607_12369
journals/sigmod/BusslerFM02,RaOQG4YyzM4J,2608,35093,2608_35093
conf/vldb/Dyreson96,AfM_N94rVD0J,2610,8749,2610_8749
conf/vldb/ShaferAM96,5HHRNLsy0sAJ,2615,11706,2615_11706
